,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6
33,34,2020-01-05T00:00:00.000Z,Dance Monkey,Tones And I,QZES71982312,0.142857142857143,22955238.0,88,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",1410939.0,436052.0,2388886.0
35,36,2020-01-05T00:00:00.000Z,Stolen Dance,Milky Chance,DEL211300741,0.285714285714286,11615710.0,62,"['2014-05-12T00:00:00.000Z', '2014-06-29T00:00:00.000Z', '2013-11-11T00:00:00.000Z', '2014-05-20T00:00:00.000Z', '2014-05-16T00:00:00.000Z', '2014-05-12T00:00:00.000Z', '2014-03-27T00:00:00.000Z', '2013-10-01T00:00:00.000Z', '2013-10-18T00:00:00.000Z', '2014-02-10T00:00:00.000Z', '2014-01-22T00:00:00.000Z', '2013-11-11T00:00:00.000Z', '2014-07-04T00:00:00.000Z', '2014-04-29T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-01-23T00:00:00.000Z', '2014-05-09T00:00:00.000Z', '2014-10-14T00:00:00.000Z', '2014-06-20T00:00:00.000Z', '2014-01-20T00:00:00.000Z']",4566.0,1227219.0,1418573.0
37,38,2020-01-05T00:00:00.000Z,How About Now (Freestyle),Bryson Tiller,QZ22B2028190,1.0,24524161.0,60,"['2018-11-21T00:00:00.000Z', '2018-11-14T00:00:00.000Z']",5315.0,3816619.0,4482474.0
38,39,2020-01-05T00:00:00.000Z,Toxic,Britney Spears,USJI10301005,1.0,15445966.0,92,"['2004-10-25T00:00:00.000Z', '2005-09-26T00:00:00.000Z', '2004-01-29T00:00:00.000Z', '2010-02-26T00:00:00.000Z', '2003-11-17T00:00:00.000Z', '2004-11-09T00:00:00.000Z', '2003-11-17T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2014-03-21T00:00:00.000Z', '2014-04-14T00:00:00.000Z', '2004-11-08T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2004-01-01T00:00:00.000Z', '2018-03-02T00:00:00.000Z', '2012-10-26T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-06-28T00:00:00.000Z', '2018-12-14T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2020-11-20T00:00:00.000Z']",199.0,6842906.0,8077588.0
39,40,2020-01-05T00:00:00.000Z,Castle on the Hill - Throttle Remix,Ed Sheeran,GBAHS1600462,19.2857142857143,12450038.0,51,"['2017-04-07T00:00:00.000Z', '2017-03-03T00:00:00.000Z', '2017-08-04T00:00:00.000Z', '2017-01-06T00:00:00.000Z']",3648.0,56888511.0,72801362.0
40,41,2020-01-05T00:00:00.000Z,Золото - Rakurs & Ramirez Remix,Мари Краймбрери ,FR59R1930256,0.142857142857143,24199241.0,196,['2019-06-18T00:00:00.000Z'],,,
41,42,2020-01-05T00:00:00.000Z,Lil Boat,88GLAM,USUM71819079,-0.714285714285714,21918001.0,36,"['2018-11-09T00:00:00.000Z', '2018-11-16T00:00:00.000Z', '2018-11-16T00:00:00.000Z', '2019-04-12T00:00:00.000Z']",772390.0,215902.0,320202.0
43,44,2020-01-05T00:00:00.000Z,Chinese New Year,SALES,TCACA1408234,2.14285714285714,14305220.0,77,['2014-09-22T00:00:00.000Z'],209706.0,185516.0,325790.0
44,45,2020-01-05T00:00:00.000Z,All I Want by Olivia Rodrigo,Alyssa Elness 🦋,USWD11995182,0.714285714285714,27528385.0,42,"['2019-11-27T00:00:00.000Z', '2020-01-10T00:00:00.000Z', '2020-02-12T00:00:00.000Z', '2020-02-14T00:00:00.000Z']",,,
45,46,2020-01-05T00:00:00.000Z,Go Fuck Yourself,TwoFeet official,DEVF11600016,1.71428571428571,11773070.0,132,['2016-07-29T00:00:00.000Z'],,,
46,47,2020-01-05T00:00:00.000Z,Buttercup,MixAndMash,QZFZ71995894,-2.0,26007072.0,173,['2019-08-22T00:00:00.000Z'],3378133.0,2651.0,6372.0
47,48,2020-01-05T00:00:00.000Z,Graduation,benny blanco,USUM71916692,0.571428571428571,25018317.0,131,"['2019-08-30T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-10-24T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",1118101.0,451284.0,667863.0
49,50,2020-01-05T00:00:00.000Z,Take a selfie,bonquiqui,USDM31400016,-1.0,15237614.0,62,"['2014-01-01T00:00:00.000Z', '2014-06-03T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-04-07T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-06-13T00:00:00.000Z', '2014-01-28T00:00:00.000Z', '2016-11-25T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-04-18T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-06-16T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2014-02-28T00:00:00.000Z', '2014-05-02T00:00:00.000Z', '2014-05-23T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-03T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-07T00:00:00.000Z']",,,
50,51,2020-01-05T00:00:00.000Z,Someone You Loved,Lewis Capaldi,DEUM71807062,0.285714285714286,21918634.0,116,"['2018-11-08T00:00:00.000Z', '2019-02-15T00:00:00.000Z', '2019-03-05T00:00:00.000Z', '2019-03-15T00:00:00.000Z', '2019-04-26T00:00:00.000Z', '2019-05-03T00:00:00.000Z', '2019-05-17T00:00:00.000Z', '2019-05-17T00:00:00.000Z', '2019-07-26T00:00:00.000Z', '2019-08-02T00:00:00.000Z', '2019-10-24T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2019-07-19T00:00:00.000Z', '2019-05-17T00:00:00.000Z', '2019-10-25T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-31T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-03T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-29T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-02T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-17T00:00:00.000Z', '2020-11-17T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-25T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-25T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-12T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",550208.0,2045262.0,5901305.0
51,52,2020-01-05T00:00:00.000Z,walk but in a garden,LLusion,QZFYY1967586,,24201059.0,125,"['2019-06-19T00:00:00.000Z', '2020-07-03T00:00:00.000Z']",781392.0,159012.0,236450.0
53,54,2020-01-05T00:00:00.000Z,Riptide - FlicFlac Remix,Vance Joy,AULI01385760,12.8571428571429,11005892.0,62,"['2014-04-07T00:00:00.000Z', '2014-05-30T00:00:00.000Z', '2013-10-04T00:00:00.000Z', '2015-09-04T00:00:00.000Z', '2013-03-22T00:00:00.000Z', '2013-11-25T00:00:00.000Z', '2014-07-11T00:00:00.000Z', '2014-09-05T00:00:00.000Z', '2014-10-13T00:00:00.000Z', '2014-09-09T00:00:00.000Z', '2014-09-09T00:00:00.000Z', '2014-09-08T00:00:00.000Z', '2014-03-28T00:00:00.000Z', '2014-03-07T00:00:00.000Z', '2013-09-03T00:00:00.000Z', '2019-04-05T00:00:00.000Z', '2019-04-05T00:00:00.000Z', '2019-05-03T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-04-05T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",4519.0,1925877.0,2222364.0
55,56,2020-01-05T00:00:00.000Z,Hey! What?,IamBannd,USSM17300653,-0.142857142857143,15808354.0,121,"['2009-01-16T00:00:00.000Z', '2012-12-07T00:00:00.000Z', '1973-11-01T00:00:00.000Z', '1991-02-11T00:00:00.000Z', '2014-07-25T00:00:00.000Z', '2019-05-10T00:00:00.000Z']",,,
56,57,2020-01-05T00:00:00.000Z,Boy With Luv (feat. Halsey),BTS,QM6MZ1917908,1.28571428571429,22824253.0,76,"['2019-04-12T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-28T00:00:00.000Z']",206557.0,15456354.0,25814033.0
59,60,2020-01-05T00:00:00.000Z,Juicy,Doja Cat,USRC11901510,-1.28571428571429,24875465.0,74,"['2019-08-15T00:00:00.000Z', '2019-11-07T00:00:00.000Z', '2020-11-11T00:00:00.000Z']",217671.0,779315.0,4337663.0
62,63,2020-01-05T00:00:00.000Z,Talk,Khalid,USRC11900004,1.28571428571429,22395202.0,88,"['2019-02-07T00:00:00.000Z', '2019-04-05T00:00:00.000Z', '2019-07-05T00:00:00.000Z', '2019-07-26T00:00:00.000Z', '2019-08-02T00:00:00.000Z', '2019-05-17T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-05-24T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",209693.0,9953138.0,12964102.0
64,65,2020-01-05T00:00:00.000Z,Tonight Tonight,Hot Chelle Rae,USJI11100019,-0.571428571428571,15447805.0,54,"['2011-11-25T00:00:00.000Z', '2011-05-10T00:00:00.000Z', '2012-09-07T00:00:00.000Z', '2011-01-27T00:00:00.000Z', '2013-07-05T00:00:00.000Z', '2011-11-30T00:00:00.000Z', '2016-07-08T00:00:00.000Z', '2012-01-20T00:00:00.000Z', '2012-01-01T00:00:00.000Z']",3542.0,431348.0,490952.0
65,66,2020-01-05T00:00:00.000Z,It's The Hard-Knock Life,"Quvenzhané Wallis, Zoe Margaret Colletti, Nicolette Pierini, Eden Duncan-Smith & Amanda Troya",US4DG1400209,0.142857142857143,14614957.0,25,"['2014-12-05T00:00:00.000Z', '2014-11-14T00:00:00.000Z']",,,
66,67,2020-01-05T00:00:00.000Z,Wait Another Day,Mike Williams ,DEN061700563,5.0,11651471.0,89,"['2017-09-01T00:00:00.000Z', '2017-09-01T00:00:00.000Z']",,,
69,70,2020-01-05T00:00:00.000Z,The Cuppycake Song,Buddy Castle,USHM90574138,,16491146.0,172,"['1995-01-01T00:00:00.000Z', '1995-01-01T00:00:00.000Z']",1323318.0,127.0,460.0
71,72,2020-01-05T00:00:00.000Z,Get You The Moon,kinabeats,USSM11808093,-0.142857142857143,20672218.0,132,"['2018-10-08T00:00:00.000Z', '2019-06-07T00:00:00.000Z', '2019-07-12T00:00:00.000Z', '2019-08-02T00:00:00.000Z', '2019-02-12T00:00:00.000Z', '2019-02-12T00:00:00.000Z', '2019-02-12T00:00:00.000Z', '2020-04-24T00:00:00.000Z']",,,
72,73,2020-01-05T00:00:00.000Z,lovely,Billie Eilish & Khalid,AURFF1700396,,19170460.0,146,['2018-04-27T00:00:00.000Z'],,,
73,74,2020-01-05T00:00:00.000Z,Bad Liar,Imagine Dragons,USUM71816161,0.0,21907028.0,246,"['2018-11-06T00:00:00.000Z', '2018-11-09T00:00:00.000Z', '2018-11-09T00:00:00.000Z', '2019-05-03T00:00:00.000Z', '2019-07-26T00:00:00.000Z', '2019-09-27T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",4132.0,24381910.0,31162197.0
77,78,2020-01-05T00:00:00.000Z,Harry Potter Theme Song,Ost,AUXN21809909,1.85714285714286,20671417.0,324,['2018-10-03T00:00:00.000Z'],,,
78,79,2020-01-05T00:00:00.000Z, Count on me,Bruno Mars,USEE11000168,-0.428571428571429,15273093.0,298,"['2010-10-05T00:00:00.000Z', '2010-10-05T00:00:00.000Z', '2010-10-05T00:00:00.000Z', '2010-05-11T00:00:00.000Z']",3501.0,23344047.0,27658144.0
79,80,2020-01-05T00:00:00.000Z,Next To You,Becky G,USQX91901185,4.57142857142857,23849755.0,73,['2019-05-23T00:00:00.000Z'],4236.0,7092226.0,9450969.0
81,82,2020-01-05T00:00:00.000Z, Dancin (KRONO Remix),Aaron Smith ,QMLA71400326,7.14285714285714,13908615.0,298,"['2014-11-10T00:00:00.000Z', '2015-06-22T00:00:00.000Z']",,,
82,83,2020-01-05T00:00:00.000Z,Summer Days,Martin Garrix,NLM5S1900528,8.14285714285714,22886113.0,203,"['2019-04-25T00:00:00.000Z', '2019-07-10T00:00:00.000Z', '2019-07-05T00:00:00.000Z', '2019-10-23T00:00:00.000Z', '2020-06-19T00:00:00.000Z']",4516.0,12409722.0,13985529.0
83,84,2020-01-05T00:00:00.000Z,Loco Contigo,DJ Snake,USUG11901580,1.42857142857143,24031353.0,76,"['2019-06-13T00:00:00.000Z', '2019-06-13T00:00:00.000Z', '2019-07-25T00:00:00.000Z', '2019-07-25T00:00:00.000Z', '2019-07-25T00:00:00.000Z', '2019-10-23T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-17T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",4310.0,6318740.0,7131475.0
84,85,2020-01-05T00:00:00.000Z,Wraith (Y2K Remix),y2k2y,TCACH1589546,-2.14285714285714,14335054.0,162,"['2015-09-07T00:00:00.000Z', '2017-10-27T00:00:00.000Z', '2017-10-27T00:00:00.000Z', '2017-10-27T00:00:00.000Z', '2017-10-27T00:00:00.000Z']",,,
85,86,2020-01-05T00:00:00.000Z,Faded,Alan Walker,NOG841549010,2.0,13681243.0,297,"['2015-12-04T00:00:00.000Z', '2016-02-19T00:00:00.000Z', '2016-10-21T00:00:00.000Z', '2016-02-26T00:00:00.000Z', '2016-04-01T00:00:00.000Z', '2016-07-08T00:00:00.000Z', '2015-12-04T00:00:00.000Z', '2016-06-03T00:00:00.000Z', '2016-07-01T00:00:00.000Z', '2016-08-19T00:00:00.000Z', '2016-06-24T00:00:00.000Z', '2016-04-22T00:00:00.000Z', '2016-03-18T00:00:00.000Z', '2016-07-05T00:00:00.000Z', '2016-04-08T00:00:00.000Z', '2016-06-03T00:00:00.000Z', '2016-01-01T00:00:00.000Z', '2016-07-01T00:00:00.000Z', '2016-01-01T00:00:00.000Z', '2016-04-29T00:00:00.000Z', '2018-03-16T00:00:00.000Z', '2018-04-25T00:00:00.000Z', '2016-06-03T00:00:00.000Z', '2018-12-14T00:00:00.000Z', '2017-11-24T00:00:00.000Z', '2017-03-03T00:00:00.000Z', '2019-06-28T00:00:00.000Z', '2019-02-15T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2018-12-14T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2020-10-23T00:00:00.000Z']",5451.0,17158630.0,25412875.0
86,87,2020-01-05T00:00:00.000Z,Old Town Road,lil nas x,USSM11904496,0.857142857142857,24420606.0,313,['2019-07-12T00:00:00.000Z'],1366172.0,2137188.0,3739051.0
88,89,2020-01-05T00:00:00.000Z,VALENTINO,24kGoldn,USQX91803621,1.28571428571429,22325171.0,58,"['2019-01-25T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-11-22T00:00:00.000Z']",1005525.0,50701.0,557965.0
